tenant_id,organization_name,source_field,source_code,distinct_customer_count,sample_customers,distinct_item_count,sample_items,candidate_lookup_name,candidate_lookup_source,candidate_lookup_tenant_id,candidate_lookup_organization_name,validated_price_class_id,validated_price_class_name,validated_customer_group_name,include_in_final_mapping,mapping_status,notes
33f319b9-4d57-11ee-960c-025417856183,Aquatiq AS,customer_sales_prices.CustomerPriceClass,76,,,10,"Aqua Biocip, 24 kg | Aqua CIP Alka 14, 30 kg | Aqua Foam Alka Max, 28 kg | Aqua Foam Alka Plus, 25 kg | Aqua Foam Alkachlor, 230 kg | Aqua Foam Alkachlor, 24 kg | Aqua Foam PH, 24 kg | Aqua Trailerwash, 20 ltr | VirAl Hånddesinfeksjon Gel, 1 ltr, dispensopac | VirAl Soft Hand, 1 ltr femett/dispensopac",,,,,,,,,pending_business_review,
33f319b9-4d57-11ee-960c-025417856183,Aquatiq AS,customer_sales_prices.CustomerPriceClass,77,,,12,"Aqua Biocip, 24 kg | Aqua CIP Alka CL, 23 kg | Aqua Des Foam PAA, 21 kg | Aqua Foam Alkachlor, 24 kg | Aqua Knifewash, 28 kg | Aqua San AM, 20 kg | Aqua San Wipes, spann | Novadan CIP Alka 120, 23 kg | Novadan Tex Powder Color NP 155, sekk 12.5 kg | Novadan Uni Surface F 920, 5 ltr",,,,,,,,,pending_business_review,
33f319b9-4d57-11ee-960c-025417856183,Aquatiq AS,customer_sales_prices.CustomerPriceClass,78,,,25,"Aqua Acid Clean, 20 ltr | Aqua Biocip, 1100 kg IBC | Aqua Biocip, 24 kg | Aqua CIP Alka 14, 1100 kg IBC | Aqua CIP Alka 14, 30 kg | Aqua CIP Alka Active, 1300 kg | Aqua CIP Alka Active, 26 kg | Aqua CIP PH, 1000 kg IBC | Aqua CIP PH, 24 kg | Aqua Clean, 1000 kg IBC",,,,,,,,,pending_business_review,
33f319b9-4d57-11ee-960c-025417856183,Aquatiq AS,customer_sales_prices.CustomerPriceClass,79,,,1,"Aqua Delta, 210 ltr",,,,,,,,,pending_business_review,
33f319b9-4d57-11ee-960c-025417856183,Aquatiq AS,customer_sales_prices.CustomerPriceClass,80,,,2,"Matrix Cut ADE, 500ml | Matrix Sol Plus 330 AL, 200 ltr",,,,,,,,,pending_business_review,
33f319b9-4d57-11ee-960c-025417856183,Aquatiq AS,customer_sales_prices.CustomerPriceClass,86,,,2,"Matrix Grease Eco MG 000/G, 45 kg | Matrix Grease Lithium Complex EP 2 blue, 5 kg",,,,,,,,,pending_business_review,
33f319b9-4d57-11ee-960c-025417856183,Aquatiq AS,customer_sales_prices.CustomerPriceClass,87,,,8,"Aqua CIP Alka 14, 1100 kg IBC | Aqua CIP PH, 24 kg | Aqua CIP PH, 245 kg | Aqua Clean, 23 kg | Aqua Des, 1100 kg IBC | Aqua Des, 22 kg | Aqua Optimizer, 23 kg | Arrow Hyposan, 20 ltr",,,,,,,,,pending_business_review,
33f319b9-4d57-11ee-960c-025417856183,Aquatiq AS,customer_sales_prices.CustomerPriceClass,88,,,7,"Aqua CIP Acid NA, 24 kg | Aqua CIP Alka Active, 1300 kg | Aqua CIP Alka Active, 26 kg | Aqua CIP Alka Active, 260 kg | Aqua Foam AL, 21 kg | Novadan Oxidan Extra, 210 kg | Novadan Oxidan Extra, 22 kg",,,,,,,,,pending_business_review,
33f319b9-4d57-11ee-960c-025417856183,Aquatiq AS,customer_sales_prices.CustomerPriceClass,92,,,63,"Aqua Biocip, 1100 kg IBC | Aqua CIP Acid Plus, 1150 kg | Aqua CIP Acid Plus, 24 kg | Aqua CIP Acid Plus, 240 kg | Aqua CIP Alka 14, 1100 kg IBC | Aqua CIP Alka 14, 30 kg | Aqua CIP Alka Active, 1300 kg | Aqua CIP Alka Active, 26 kg | Aqua CIP Alka Active, 260 kg | Aqua CIP Alka Max, 1300 kg",,,,,,,,,pending_business_review,
33f319b9-4d57-11ee-960c-025417856183,Aquatiq AS,customer_sales_prices.CustomerPriceClass,101,,,28,"Aqua Biocip, 24 kg | Aqua Biocip, 250 kg | Aqua CIP Alka 14, 270 kg | Aqua CIP Alka 14, 30 kg | Aqua CIP PH, 24 kg | Aqua CIP PH, 245 kg | Aqua Clean, 1000 kg IBC | Aqua Clean, 23 kg | Aqua Des Foam PAA, 1040 kg IBC | Aqua Des Foam PAA, 21 kg",,,,,,,,,pending_business_review,
33f319b9-4d57-11ee-960c-025417856183,Aquatiq AS,customer_sales_prices.CustomerPriceClass,102,,,28,"Aqua Biocip, 24 kg | Aqua Biocip, 250 kg | Aqua CIP Alka 14, 270 kg | Aqua CIP Alka 14, 30 kg | Aqua CIP PH, 24 kg | Aqua CIP PH, 245 kg | Aqua Clean, 1000 kg IBC | Aqua Clean, 23 kg | Aqua Des Foam PAA, 1040 kg IBC | Aqua Des Foam PAA, 21 kg",,,,,,,,,pending_business_review,
33f319b9-4d57-11ee-960c-025417856183,Aquatiq AS,customer_sales_prices.CustomerPriceClass,103,,,27,"Aqua Biocip, 24 kg | Aqua Biocip, 250 kg | Aqua CIP Alka 14, 270 kg | Aqua CIP Alka 14, 30 kg | Aqua CIP PH, 245 kg | Aqua Clean, 1000 kg IBC | Aqua Clean, 23 kg | Aqua Des Foam PAA, 1040 kg IBC | Aqua Des Foam PAA, 21 kg | Aqua Des Foam PAA, 220 kg",,,,,,,,,pending_business_review,
33f319b9-4d57-11ee-960c-025417856183,Aquatiq AS,customer_sales_prices.CustomerPriceClass,105,,,10,"Aqua Biocip, 24 kg | Aqua Des Foam PAA, 21 kg | Aqua Foam Alkachlor, 24 kg | Aqua Knifewash, 28 kg | Aqua San Wipes, spann | Femett/dispensopack dispenser, 14 cm arm (for albue) | Novadan Uni Glass 323 spray, 750 ml | Novadan Uni Surface F 920, 1 ltr | VirAl Hånddesinfeksjon Gel, 1 ltr, dispensopac | VirAl Soft Hand, 1 ltr femett/dispensopac",,,,,,,,,pending_business_review,
33f319b9-4d57-11ee-960c-025417856183,Aquatiq AS,customer_sales_prices.CustomerPriceClass,106,,,36,"Aqua Acid Clean, 20 ltr | Aqua Biocip, 1100 kg IBC | Aqua Biocip, 24 kg | Aqua Biocip, 250 kg | Aqua CIP Acid Plus, 240 kg | Aqua CIP Alka CL, 23 kg | Aqua CIP Alka Max, 1300 kg | Aqua CIP Alka Max, 250 kg | Aqua CIP Alka Max, 28 kg | Aqua CIP PH, 24 kg",,,,,,,,,pending_business_review,
33f319b9-4d57-11ee-960c-025417856183,Aquatiq AS,customer_sales_prices.CustomerPriceClass,110,,,20,"Aqua Delta, 20 ltr | Aqua Delta, 210 ltr | Aqua Trailerwash Autoshine, 210 ltr | Arrow Erase, 750 ml | Arrow HR8 Superclean Lemon, 20 ltr | Blåtind Spylervæske, Vinter -15C, 4 ltr | Bondloc B401 Cyanoakrylat Hurtiglim, 20gr | Bondloc B5299 Silikonpakning, 220 ml | Kema PG-70B -Frysespray,  500 ml | Matrix Grease CAS 2 Green, 400 gr",,,,,,,,,pending_business_review,
33f319b9-4d57-11ee-960c-025417856183,Aquatiq AS,customer_sales_prices.CustomerPriceClass,112,,,8,"Aqua CIP Alka 14, 1100 kg IBC | Aqua CIP PH, 1000 kg IBC | Aqua CIP PHF, 1000 kg IBC | Aqua Foam Alkachlor, 24 kg | VirAl Hånddesinfeksjon Gel, 1 ltr, dispensopac | VirAl Overflatedesinfeksjon 85, 750 ml trigger | VirAl Overflatedesinfeksjon, 750 ml trigger | VirAl Soft Hand, 1 ltr femett/dispensopac",,,,,,,,,pending_business_review,
33f319b9-4d57-11ee-960c-025417856183,Aquatiq AS,customer_sales_prices.CustomerPriceClass,113,,,16,"Aqua CIP Alka 14, 30 kg | Aqua Soft Hand, 1ltr, Femett | Matrix Foodmax Air 100, 20 ltr | Matrix Foodmax Air 46, 20 ltr | Matrix Foodmax Basic 15, 20 ltr | Matrix Foodmax Chain 220, 20 ltr | Matrix Foodmax Easy #15, aerosol, 400 ml | Matrix Foodmax Gear 220, 20 ltr | Matrix Foodmax Gear 320, 20 ltr | Matrix Foodmax Grease #17, aerosol, 400 ml",,,,,,,,,pending_business_review,
33f319b9-4d57-11ee-960c-025417856183,Aquatiq AS,customer_sales_prices.CustomerPriceClass,117,,,96,"Aqua Avløpsåpner, 1 ltr | Aqua CIP Alka Active, 26 kg | Aqua CIP Alka Active, 260 kg | Aqua Citrol, 200 ltr | Aqua Delta, 20 ltr | Aqua Delta, 210 ltr | Aqua Optimizer, 23 kg | Aqua Optimizer, 230 kg | Aqua San AM, 20 kg | Aqua San AM, 210 kg",,,,,,,,,pending_business_review,
33f319b9-4d57-11ee-960c-025417856183,Aquatiq AS,customer_sales_prices.CustomerPriceClass,118,,,13,"Aqua Biocip, 1100 kg IBC | Aqua Biocip, 24 kg | Aqua CIP Alka 14, 1100 kg IBC | Aqua CIP Alka 14, 270 kg | Aqua Clean, 23 kg | Aqua Des Foam PAA, 21 kg | Aqua Des Foam PAA, 220 kg | Aqua Des, 22 kg | Aqua Foam Alka Plus, 25 kg | Aqua Foam Alkachlor, 1000 kg IBC",,,,,,,,,pending_business_review,
33f319b9-4d57-11ee-960c-025417856183,Aquatiq AS,customer_sales_prices.CustomerPriceClass,119,,,3,"Matrix Performance Clean BC #58, aerosol, 400 ml | Matrix Sol Clean, 20 ltr | Rapid Avløpsåpner, 1 ltr (kun for Ahlsell)",,,,,,,,,pending_business_review,
33f319b9-4d57-11ee-960c-025417856183,Aquatiq AS,customer_sales_prices.CustomerPriceClass,120,,,28,"Aqua Acid Clean, 20 ltr | Aqua Biocip, 1100 kg IBC | Aqua Biocip, 24 kg | Aqua CIP Alka 14, 1100 kg IBC | Aqua CIP Alka 14, 270 kg | Aqua CIP Alka 14, 30 kg | Aqua CIP Alka Active, 26 kg | Aqua CIP Alka Max, 28 kg | Aqua Clean, 23 kg | Aqua Des Foam PAA, 21 kg",,,,,,,,,pending_business_review,
33f319b9-4d57-11ee-960c-025417856183,Aquatiq AS,customer_sales_prices.CustomerPriceClass,121,,,2,"Aqua CIP Alka Max, 1300 kg | Aqua Des, 1100 kg IBC",,,,,,,,,pending_business_review,
33f319b9-4d57-11ee-960c-025417856183,Aquatiq AS,customer_sales_prices.CustomerPriceClass,122,,,27,"Aqua CIP Acid NA, 1170 kg | Aqua Foam Alka CL, 1100 kg IBC | Aqua Foam Alka CL, 22 kg | Interox AG-Spray-35S, 1100 kg (antiseptic grade) | Matrix Foodmax Grease LT 1, 400 gr | Novadan CIP Acid FA, fat 220 kg | Novadan Cip Acid FB, 23 kg | Novadan Cip Acid FB, IBC 1150 kg | Novadan Des Foam PAA, 20 kg | Novadan Des Foam PAA, 212 kg",,,,,,,,,pending_business_review,
33f319b9-4d57-11ee-960c-025417856183,Aquatiq AS,customer_sales_prices.CustomerPriceClass,123,,,1,"Novadan CIP Luren 22, 24 kg (flytende)",,,,,,,,,pending_business_review,
33f319b9-4d57-11ee-960c-025417856183,Aquatiq AS,customer_sales_prices.CustomerPriceClass,124,,,7,"Aqua CIP Acid NA, 1170 kg | Aqua CIP Alka 14, 1100 kg IBC | Aqua CIP Alka Active, 1300 kg | Aqua CIP Alka CL, 23 kg | Novadan CIP Alka 120, 23 kg | Novadan Foam 32 T, 22 kg | Novadan Foam 42, 20 kg",,,,,,,,,pending_business_review,
33f319b9-4d57-11ee-960c-025417856183,Aquatiq AS,customer_sales_prices.CustomerPriceClass,125,,,2,"Struktol SB 1110 B, 20 kg | Struktol SB 1110 BA, 20 kg",,,,,,,,,pending_business_review,
33f319b9-4d57-11ee-960c-025417856183,Aquatiq AS,customer_sales_prices.CustomerPriceClass,127,,,9,"Aqua Foam Summer, 20 ltr | Aqua Trailerwash Autoshine, 20 ltr | Aqua Trailerwash Autoshine, 210 ltr | Aqua Trailerwash, 20 ltr | Aqua Trailerwash, 210 ltr | Novadan Desinfect QAC, 20 kg | Novadan Natriumhypochlorit, 22 kg | Novadan Natriumhypochlorit, 240 kg | Novadan Uni Glass 323, 5 ltr",,,,,,,,,pending_business_review,
33f319b9-4d57-11ee-960c-025417856183,Aquatiq AS,customer_sales_prices.CustomerPriceClass,128,,,3,"Matrix Hydromax AW 46, 20 ltr | Matrix Hydromax AW 68, 20 ltr | Matrix Performance X3 spray, 500 ml",,,,,,,,,pending_business_review,
33f319b9-4d57-11ee-960c-025417856183,Aquatiq AS,customer_sales_prices.CustomerPriceClass,129,,,25,"Aqua Delta, 20 ltr | Aqua Delta, 210 ltr | Aqua Trailerwash Autoshine, 20 ltr | Aqua Trailerwash Autoshine, 210 ltr | Aqua Trailerwash, 20 ltr | Aqua Trailerwash, 210 ltr | Blåtind Profesjonell Frostvæske BS6580 Blå, 209 ltr | Matrix Cleanmax Hand AM, 4 ltr | Matrix Cleanmax Hand AM, 4 ltr m/pumpe | Matrix Cleanmax Hand CT, 4 ltr",,,,,,,,,pending_business_review,
33f319b9-4d57-11ee-960c-025417856183,Aquatiq AS,customer_sales_prices.CustomerPriceClass,132,,,1,"Novadan Natriumhypochlorit, 22 kg",,,,,,,,,pending_business_review,
33f319b9-4d57-11ee-960c-025417856183,Aquatiq AS,customer_sales_prices.CustomerPriceClass,134,,,3,"Aqua Delta, 20 ltr | Aqua Trailerwash Autoshine, 210 ltr | Aqua Trailerwash, 20 ltr",,,,,,,,,pending_business_review,
33f319b9-4d57-11ee-960c-025417856183,Aquatiq AS,customer_sales_prices.CustomerPriceClass,143,,,96,"Absorbentruller olje, hvit, Heavy 2pk. | Absorberende matte, Universal Heavy, grå | Aqua Delta, 20 ltr | Aqua Delta, 210 ltr | Aqua Delta, 5 ltr | Aqua Foam Summer, 20 ltr | Aqua Foam Summer, 200 ltr | Aqua Foam Winter, 20 ltr | Aqua Foam Winter, 200 ltr | Aqua Trailerwash Autoshine, 20 ltr",Ragn-Sells,visma_attributes.SALESRESTR,33f319b9-4d57-11ee-960c-025417856183,Aquatiq AS,,,,,pending_business_review,
33f319b9-4d57-11ee-960c-025417856183,Aquatiq AS,customer_sales_prices.CustomerPriceClass,151,,,37,"Aqua Biocip, 1100 kg IBC | Aqua Biocip, 24 kg | Aqua CIP Acid Plus, 1150 kg | Aqua CIP Acid Plus, 24 kg | Aqua CIP Alka 14, 270 kg | Aqua CIP Alka 14, 30 kg | Aqua CIP Alka CL, 1130 kg | Aqua CIP Alka CL, 23 kg | Aqua CIP Alka Max, 1300 kg | Aqua CIP Alka Max, 28 kg",,,,,,,,,pending_business_review,
33f319b9-4d57-11ee-960c-025417856183,Aquatiq AS,customer_sales_prices.CustomerPriceClass,157,,,8,"Aqua CIP Alka Active, 26 kg | Aqua CIP Alka CL, 23 kg | Aqua CIP PH, 24 kg | Aqua Des Foam PAA, 21 kg | Aqua Foam AL, 21 kg | Aqua San AM, 20 kg | Novadan CIP Alka 120, 23 kg | Novadan Novaclean, 21 kg",,,,,,,,,pending_business_review,
33f319b9-4d57-11ee-960c-025417856183,Aquatiq AS,customer_sales_prices.CustomerPriceClass,159,,,2,"Aqua San AM, 20 kg | Aqua San AM, 210 kg",,,,,,,,,pending_business_review,
33f319b9-4d57-11ee-960c-025417856183,Aquatiq AS,customer_sales_prices.CustomerPriceClass,163,,,15,"Aqua Acid Clean, 20 ltr | Aqua CIP Acid Plus, 1150 kg | Aqua CIP Acid Plus, 24 kg | Aqua CIP Alka Max, 1300 kg | Aqua CIP Alka Max, 28 kg | Aqua Clean, 23 kg | Aqua Des, 1100 kg IBC | Aqua Des, 22 kg | Aqua Foam Alka Pro, 1250 kg IBC | Aqua Foam Alka Pro, 25 kg",,,,,,,,,pending_business_review,
33f319b9-4d57-11ee-960c-025417856183,Aquatiq AS,customer_sales_prices.CustomerPriceClass,173,,,5,"Aqua Delta, 210 ltr | Aqua San Wipes, spann | Matrix D-Max GW ASX, 1000 kg | Matrix D-Max GW ASX, 200 kg | Rapeseed Oil, 190 kg",,,,,,,,,pending_business_review,
33f319b9-4d57-11ee-960c-025417856183,Aquatiq AS,customer_sales_prices.CustomerPriceClass,175,,,17,"Aqua Trailerwash Autoshine, 210 ltr | Matrix Foodmax AW 32, 20 ltr | Matrix Foodmax AW 68, 20 ltr | Matrix Foodmax Assembly Paste, 125 gr | Matrix Foodmax Chain 68, 20 ltr | Matrix Foodmax Chain HT-X, 20 ltr | Matrix Foodmax Clean E #11, aerosol, 400 ml | Matrix Foodmax Clean M #26, aerosol, 400 ml | Matrix Foodmax DDO #13, aerosol, 400 ml | Matrix Foodmax DWF #14, aerosol, 400 ml",,,,,,,,,pending_business_review,
33f319b9-4d57-11ee-960c-025417856183,Aquatiq AS,customer_sales_prices.CustomerPriceClass,180,,,32,"Aqua Biocip, 24 kg | Aqua Biocip, 250 kg | Aqua CIP Alka 14, 270 kg | Aqua CIP Alka 14, 30 kg | Aqua CIP PH, 24 kg | Aqua CIP PH, 245 kg | Aqua Clean, 1000 kg IBC | Aqua Clean, 23 kg | Aqua Des Foam PAA, 1040 kg IBC | Aqua Des Foam PAA, 21 kg",,,,,,,,,pending_business_review,
33f319b9-4d57-11ee-960c-025417856183,Aquatiq AS,customer_sales_prices.CustomerPriceClass,182,,,11,"Aqua Delta, 20 ltr | Aqua Delta, 210 ltr | Aqua Trailerwash Autoshine, 20 ltr | Aqua Trailerwash Autoshine, 210 ltr | Aqua Trailerwash, 20 ltr | Aqua Trailerwash, 210 ltr | Aqua Trans Forvask Extra, 200 ltr | Aqua Trans Forvask Extra, 25 ltr | Arrow Britox Plus, 20 ltr | Arrow Erase, 750 ml",,,,,,,,,pending_business_review,
33f319b9-4d57-11ee-960c-025417856183,Aquatiq AS,customer_sales_prices.CustomerPriceClass,185,,,28,"Aqua Biocip, 24 kg | Aqua Biocip, 250 kg | Aqua CIP Alka 14, 270 kg | Aqua CIP Alka 14, 30 kg | Aqua CIP PH, 24 kg | Aqua CIP PH, 245 kg | Aqua Clean, 1000 kg IBC | Aqua Clean, 23 kg | Aqua Des Foam PAA, 1040 kg IBC | Aqua Des Foam PAA, 21 kg",,,,,,,,,pending_business_review,
33f319b9-4d57-11ee-960c-025417856183,Aquatiq AS,customer_sales_prices.CustomerPriceClass,191,,,36,"Aqua Biocip, 1100 kg IBC | Aqua Biocip, 24 kg | Aqua CIP Alka 14, 1100 kg IBC | Aqua CIP Alka 14, 30 kg | Aqua CIP Alka CL, 1130 kg | Aqua CIP Alka Max, 1300 kg | Aqua CIP PH, 24 kg | Aqua CIP PHF, 1000 kg IBC | Aqua CIP PHF, 27 kg | Aqua Clean, 1000 kg IBC",,,,,,,,,pending_business_review,
33f319b9-4d57-11ee-960c-025417856183,Aquatiq AS,customer_sales_prices.CustomerPriceClass,305,,,2,"Matrix Cleanmax Hand AM, 4 ltr m/pumpe | Matrix Sol Plus MX, 200 ltr",,,,,,,,,pending_business_review,
33f319b9-4d57-11ee-960c-025417856183,Aquatiq AS,customer_sales_prices.CustomerPriceClass,310,,,84,"Absorbentrull (Universal) | Ads. -slanger ""Universal"", 120 x 7,5 cm | Aqua Avløpsåpner, 1 ltr | Aqua Delta, 20 ltr | Aqua Delta, 210 ltr | Aqua Trailerwash Autoshine, 20 ltr | Aqua Trailerwash Autoshine, 210 ltr | AquaSORB Absorbent matter, light, 50x40, olje, 200 stk | AquaSORB Absorbent matter, light, 50x40, universal, 200 stk | Arrow HR6 Enz-Odours, 750 ml trigger",,,,,,,,,pending_business_review,
33f319b9-4d57-11ee-960c-025417856183,Aquatiq AS,customer_sales_prices.CustomerPriceClass,312,,,11,"Aqua CIP Alka 14, 30 kg | Aqua CIP PH, 24 kg | Aqua Des Foam PAA, 21 kg | Aqua Des, 22 kg | Aqua Foam Alka Max, 28 kg | Aqua Foam Alka Plus, 25 kg | Aqua Foam Alkachlor, 24 kg | Aqua Foam PH, 24 kg | Aqua Foam Smokeoven, 24 kg | Aqua San AM Plus, 20 kg",,,,,,,,,pending_business_review,
33f319b9-4d57-11ee-960c-025417856183,Aquatiq AS,customer_sales_prices.CustomerPriceClass,319,,,3,"Aqua Foam Alkachlor, 24 kg | Arrow HR6 Enz-Odours, 750 ml trigger | Matrix Performance Clean Window spray, 400 ml",,,,,,,,,pending_business_review,
33f319b9-4d57-11ee-960c-025417856183,Aquatiq AS,customer_sales_prices.CustomerPriceClass,320,,,5,"Aqua Des, 1100 kg IBC | Aqua Des, 22 kg | Aqua Foam Alkachlor, 1000 kg IBC | Struktol SB 1110 B, 20 kg | Struktol SB 1110 BA, 20 kg",,,,,,,,,pending_business_review,
33f319b9-4d57-11ee-960c-025417856183,Aquatiq AS,customer_sales_prices.CustomerPriceClass,325,,,3,"Aqua Des, 1100 kg IBC | Aqua Des, 22 kg | Aqua Foam Alka Max, 1100 kg IBC",,,,,,,,,pending_business_review,
33f319b9-4d57-11ee-960c-025417856183,Aquatiq AS,customer_sales_prices.CustomerPriceClass,327,,,53,"Aqua Acid Clean, 20 ltr | Aqua CIP Acid Plus, 240 kg | Aqua CIP Alka 14, 30 kg | Aqua CIP Alka Active, 1300 kg | Aqua CIP Alka Active, 26 kg | Aqua CIP Alka Active, 260 kg | Aqua CIP Alka CL, 1130 kg | Aqua CIP Alka CL, 23 kg | Aqua CIP Alka CL, 230 kg | Aqua CIP Alka Max, 1300 kg",,,,,,,,,pending_business_review,
33f319b9-4d57-11ee-960c-025417856183,Aquatiq AS,customer_sales_prices.CustomerPriceClass,331,,,2,"Aco Valsevask, 1000 ltr | Arrow Sodaklenz Excel, 20 ltr",,,,,,,,,pending_business_review,
33f319b9-4d57-11ee-960c-025417856183,Aquatiq AS,customer_sales_prices.CustomerPriceClass,333,,,22,"Aqua CIP Acid Plus, 1150 kg | Aqua CIP Alka Active, 1300 kg | Aqua CIP Alka Max, 1300 kg | Aqua CIP Alka Max, 250 kg | Aqua CIP Alka Max, 28 kg | Aqua Foam Alka Pro, 1250 kg IBC | Aqua Foam Alka Pro, 25 kg | Aqua Foam Alka Pro, 250 kg | Aqua Foam Alkachlor, 1000 kg IBC | Novadan CIP Alka CR, 28 kg",,,,,,,,,pending_business_review,
33f319b9-4d57-11ee-960c-025417856183,Aquatiq AS,customer_sales_prices.CustomerPriceClass,335,,,1,"Aqua Trailerwash Autoshine, 20 ltr",,,,,,,,,pending_business_review,
